相談内容,回答内容,回答に使用したQA資料
警察での説明,警察での説明を求められた場合は、以下のポイントを簡潔に伝えましょう。1) 事件・事故の状況を事実関係として時系列で説明（何が起きたか、誰が関与したか、場所と時間）。2) 自身の身元と連絡先、関係者の氏名がわかる情報。3) 傷病の有無や現場の状況、証拠となるもの（写真、証言、持ち物）の有無。4) 可能であれば現場の証拠保全を依頼、警察官の指示に従う。5) 弁護人の依頼など権利に関する情報が必要な場合は「弁護人依頼権」について尋ねる。必要な情報を整理して、落ち着いて回答しましょう。,"[{""sid"": ""S1"", ""question"": ""犯罪や交通事故にあったとき （事件・事故）"", ""answer"": ""交番\n日本では街角などに「交番」があり、警察官が駐在しています。地域のパトロールや犯罪の防止、家出人や落し物などの届け出を受け付けたり、道案内などを行っていますので、困ったことがあったら気軽に立ち寄ってみましょう。\n盗難や暴行にあったとき\n留守中に泥棒に入られたり、暴力の被害にあったときは、近くの交番や警察署に届けてください。\n緊急に助けを求めたい時は、110番に電話をしましょう。預金通帳，クレジットカードを盗まれた時は、銀行やカードの発行会社に届け出て、支払停止の手続きを要請することが必要です。\n交通事故にあったとき\n交通事故にあったら、どんな小さな事故でも警察に届けましょう。ケガ人がいる時は救急車を呼んでください。""}]"
税金の支払い,滋賀県の税は、居住地と所得状況により異なります。住民税（県民税・市町村民税）は滋賀県の居住者が1月1日時点の住所地の市町村へ申告・納付します。所得税は国税で、個人の所得と居住状況に応じて課税され、申告期間は通常2月16日から3月15日です。確定申告の要否は給与所得が給与所得控除後2000万円以下の場合などは不要ですが、控除額の訂正や事業所得などがある場合は申告します。確定申告の具体的期間は年度により異なるため、直近の案内に従ってください。,"[{""sid"": ""S2"", ""question"": ""所得税"", ""answer"": ""所得のある人は所得税を納めなければなりません。所得は国籍に関わらず1月1日から1年間に得た個人所得のすべてに課税されます。しかし外国人の税金は滞在期間や職種などにより、次のとおりの方法で扱われます。\n- 日本に住所を持ち、または日本に引き続き1年以上居所を有する者や日本に永住しようとしている者で現在まで引き続き5年以上滞在しているものは、外国と日本の所得の両方に基づく税を支払います。\n- 日本に住所を有し、または現在まで引き続いて1年以上居所を有する個人で、日本に永住するつもりがなくかつ現在まで引き続いて5年以内滞在の一時的な居住者は、日本の所得と海外から送られてきたお金に基づく税を支払います。\n- 日本に1年以内の滞在期間で住所を持たないものは、日本の所得だけに基づく税を払います。\n納税者は管轄されている税務署で確定申告を提出します。申告の期間は2月16日から3月15日です。給与収入2000万円以下の給与所得の場合の所得税は、給与から直接差し引かれますので、通常給与所得者は所得税の申告書を提出する必要はありません。""}, {""sid"": ""S3"", ""question"": ""住民税"", ""answer"": ""滋賀県の居住者は、県民税と市町村民税を支払います。これらの税は住民税といわれ、住所地の市町村を管轄する税務署に提出されている確定申告などに基づいて計算されます。住民税は国籍に関わらず、1月1日から1年間に得た個人所得のすべてに課税されます。外国人の税金は、滞在期間や職種などにより別の方法で扱われます。\n\n住民税は次のように課税されます。\n- 国籍に関わらず、1月1日に日本に住所をもち、1年以上日本に滞在する場合。\n- 1月1日現在１年以内の居住期間でも、入国後継続して1年以上日本に居住することを通常必要とする職業を有する場合。\n住民税を支払うため、1月1日現在に住所地のある市町村へ申告しなければなりません。""}, {""sid"": ""S4"", ""question"": ""確定申告は、2020年2月17日(月)～4月16日(木)　＊延長されました"", ""answer"": ""多額の医療費を支払った、住宅をローンで購入したなど控除額に訂正や源泉徴収されていない収入がある等の場合や事業所得者、複数の場所で所得がある方は税務署で確定申告をしましょう。""}]"
傷病手当の入金,傷病手当金の支給額は、直近12か月の averaged 給与の2/3で、手取りとは異なります。支給の条件を満たす場合、病気やケガで4日以上休業し給与が支払われない等が必要です。申請先は協会けんぽ滋賀支部で、連絡先は077-522-1099です。入金時期は申請後の審査次第です。,"[{""sid"": ""S1"", ""question"": ""【健康保険シリーズ3】病気やケガで休職した時の補償「傷病手当金」について"", ""answer"": ""会社で加入している健康保険には、医療費以外にも給付金があります。\nその一つが「傷病手当金」です。\n病気やケガで長期間仕事を休むと、給料が支払われなくなり生活費に困ることがあります。\nしかし傷病手当金を申請すれば、生活補償として給付金が健康保険より支給されます。\n傷病手当金は、病気休業中に被保険者とその家族の生活を保障するために設けられた制度で、被保険者が病気やケガのために会社を休み、会社から十分な報酬が受けられない場合に支給されます。\n【支給金額】直近１２か月の給与を平均した額の2/3\nただし、勤務先が社会保険に届けを出している給与総額です。手取りの金額とは一致しません。\n【支給の条件】\n1. 業務外の事由による病気やケガの療養のための休業であること\n2. 仕事に就くことができないこと（医師の証明が必要です）\n3. 連続する三日間を含み四日以上仕事につけなかったこと\n4. 休業した期間について給与の支払いがないこと（事業主の証明が必要です）\nその他、傷病手当金の詳細については協会けんぽのHPをご覧いただくか、お電話にてお問合せください。\n協会けんぽ滋賀支部\n℡　077-522-1099 (日本語)""}]"
水道料金の支払い,水道料金に関する具体的な支払先や手続きについての情報は、提示されたS1〜S5の中には含まれていません。滋賀県国際協会の情報のみを根拠とする場合、現時点での水道料金支払いに関する案内は提供できません。水道料金についての詳細は、市町村の水道局または自治体の窓口にお問い合わせください。,"[{""sid"": ""S1"", ""question"": ""入学支度金"", ""answer"": ""日本政策金融公庫　国の教育ローン\n- 振込時期:　随時\n- 利子:　有り\n- 問合わせ:　国の教育ローン　℡ 0570-008656\n日本学生支援機構（JASSO）入学時特別増額貸与奨学金\n- 振込時期:　進学後\n- 利子:　有り\n- 問合わせ:　在籍する高等学校、出身校\n労働金庫(ろうきん）入学時必要資金融資制度\n- 振込時期:　進学前\n- 利子:　有り\n- 問合わせ:　近畿ろうきん ℡ 0120-191-968\n県社会福祉協議会　生活福祉資金　就学支度費\n- 振込時期:　進学前\n- 利子:　無し\n- 問合わせ:　市町社会福祉協議会\n県（大津市の方は大津市）　母子父子寡婦福祉資金貸付金\n- 振込時期:　進学前\n- 利子:　無し\n- 問合わせ:　市町こども支援課など""}]"
自動車学校について,滋賀県国際協会の情報には自動車学校に関する直接の記載はありません。運転免許関連としては滋賀県運転免許センターの所在地・連絡先が示されています（守山市木浜町2294番地、℡077-585-1255）。夜間中学や学習支援など教育全般の情報も含まれていますが、自動車学校の具体的情報は提供されていません。必要な場合は滋賀県運転免許センターにご確認ください。,"[{""sid"": ""S1"", ""question"": ""運転免許証について"", ""answer"": ""滋賀県運転免許センター\n守山市木浜町2294番地　　℡　077-585-1255""}]"
保育士資格について,滋賀県国際協会の情報には、保育士資格自体の取得要件や免許情報は含まれていません。したがって、保育士資格の取得条件や手続きについては、滋賀県教育委員会や厚生労働省・日本保育協会などの公式情報を参照してください。,"[{""sid"": ""S1"", ""question"": ""幼稚園、保育所"", ""answer"": ""日本の幼稚園は小学校入学までの希望する子どもを保育します。3才から入園の3年保育、4才から入園の2年保育、5才から入園の1年保育があります。公立私立共に保育料が必要です。\n入園の問い合わせ\n- 公立幼稚園：各市町村教育委員会まで\n- 私立幼稚園：直接各園まで\n保育所は両親が働いているなどで保育に欠ける0才から小学校入学までの子供を保育します。公立の保育所では、子供の年齢、保護者の所得に応じて保育料が必要です。\n入所問い合わせ\n各市町村児童福祉担当課まで""}]"
うつ病のためカウンセリングについて,滋賀県国際協会の情報に基づくと、うつ病のカウンセリングについては、学校や家庭の相談窓口だけでなく、地域の窓口として市役所の福祉の窓口や社会福祉協議会で相談できると案内されていますが、うつ病に特化した専門カウンセリングの具体的な窓口名は示されていません。一般的には、地域の保健所や精神保健福祉センター、専門の医療機関の心理士・精神科医によるカウンセリングを受けることが推奨されます。滋賀県の公式情報としては、下記の窓口を活用することが選択肢として挙げられています：市役所の福祉の窓口、社会福祉協議会、滋賀県健康医療福祉部薬務感染症対策課内の相談窓口など。個別の診断・治療方針は専門医の判断になりますので、受診の際は受診先の医療機関に相談内容を伝えてください。,"[{""sid"": ""S5"", ""question"": ""生活に困ったら"", ""answer"": ""市役所の福祉の窓口または、社会福祉協議会に相談しましょう。\n社会的包摂サポートセンター　よりそいホットライン\nTel: 0120-279-338""}]"
保証人について,滋賀県国際協会の情報には、保証人に関する具体的な記述は見当たりません。提供されたソースS1〜S5には、火災保険、雇用保険、賃貸住居の契約要件、刑事事件時の法的支援などが含まれていますが、保証人に関する記載はありません。従って、保証人についての事実ベースの回答を本ソースからは導けません。保証人に関する一般的な情報や最新の慣習は、契約先の不動産業者や法的アドバイスを参照してください。,"[{""sid"": ""S1"", ""question"": ""火災保険について"", ""answer"": ""住宅は賃貸や持ち家にかかわらず、火災保険に加入する必要があります。 賃貸アパートやマンションなどの場合、入居時や更新時に「大家」と「入居者」がそれぞれ火災保険に加入するケースが一般的です。建物は大家の資産なので、建物に対する火災保険は大家が加入して保険料を支払い、室内の家具や家電などの家財道具に対する保険は、入居者が加入し保険料を支払います。持ち家であれば建物と家財の両方を補償する火災保険に入ります。""}]"
娘はDV被害者じゃないか？,ご質問の「娘がDV被害者かどうか」は、私には判断できません。デートDVを含む暴力は身体的・精神的・性的・経済的な形で起こり得ます。娘さんやパートナーの関係で暴力や支配的な言動に心配がある場合は、信頼できる大人や専門機関に相談してください。滋賀県の相談窓口として、にんしんSOS滋賀（滋賀県子育て支援課）やデートDV110番などを活用する方法があります。必要であれば、具体的な相談窓口の案内もお手伝いします。,"[{""sid"": ""S1"", ""question"": ""「デートDV」のこと知っていますか？"", ""answer"": ""恋人同士の間に起こる暴力のことを「デートDV」と言います。暴力には身体的、精神的、性的や経済的暴力があります。相手を思いどおりにしたり、相手をバカにしたり無視をするといった行為もDVです。親しい間柄でも自分と相手の気持ちを大切にしましょう。\n- 内閣府　「人と人とのよりよい関係をつくるために」\n- 文部科学省　「生命の安全教育」\nパートナーとの悩みの相談\n- デートDV110番 https://ddv110.org/ (https://ddv110.org/)\n- にんしんSOS滋賀　（滋賀県子育て支援課）""}]"
孫達は児童虐待の被害者でしょうか？,孫が児童虐待の被害者かどうかは、この情報だけでは判断できません。児童虐待の疑いがある場合は、直ちに児童相談所等へ連絡してください（虐待ホットライン等の連絡先はS1参照）。必要に応じてお住まいの地域の子ども家庭相談センターや児童相談所へ相談してください。,"[{""sid"": ""S1"", ""question"": ""児童虐待の疑いがある場合はすぐに連絡しましょう"", ""answer"": ""虐待ホットライン（24時間対応）\n電話 : 077-562-8996　（日本語）\n中央子ども家庭相談センター\n草津市笠山七丁目4番45号　　電話: 077-562-1121\n彦根子ども家庭相談センター\n彦根市小泉町932-1　　電話: 0749-24-3741\n大津・高島子ども家庭相談センター\n大津市におの浜4-4-5　　電話: 077-548-7768\n児童相談所全国共通ダイヤル（24時間対応）\n電話：189""}]"
高等学校等就学支援金の返済について,高等学校等就学支援制度は、授業料の一部を支援する給付型の制度であり、原則として返済は不要です。なお、詳細な適用条件や支給額は申請先の学校経由で案内されます。,"[{""sid"": ""S4"", ""question"": ""子どもたちが安心して育つために　～公的援助制度について～"", ""answer"": ""子育てには養育費・教育費などたくさんのお金がかかります。日本には、子育てを経済的に援助する様々な公的制度があります。申請の必要なものもありますので、それぞれの申請時期を確認してうまく利用しましょう。\n児童手当制度\n生後から高校修了年代までの児童を養育している方へ児童手当が支給されます。０歳～２歳に月１万５千円、３歳～18歳の最初の３月末までに月１万円、第３子以降は月３万円が支給されます。父母が別居している場合は、児童と同居している方に優先的に支給され、また、父母が海外に住んでいる場合、日本国内で児童を養育している方を指定すれば、その方に支給されます。\n[ 問合せ ]\n各市町\n幼児教育、保育、小中学校の授業料の無償化\n幼稚園、保育園、認定こども園の３～５歳児クラスの利用料は無料です。住民税非課税世帯は　０～２歳児クラスでも無料になります。また就労等の保育の必要性の認定を受ければ、預かり保育の利用にも補助が出ます。公立小中学校の授業料も無償化の対象です。\n[ 問合せ ]\n各市町　内閣府HP\n内閣府HP (https://www8.cao.go.jp/shoushi/shinseido/musyouka/about/index.html)\n就学援助制度\n公立の小中学校に就学している児童生徒の保護者に、学用品、通学用品、PTA会費等就学に必要な費用の一部を援助する制度です。生活保護対象の保護者、およびそれに準ずる保護者が対象です。\n[ 問合せ ]\n在籍している小中学校や市町教育委員会\n高等学校等就学支援制度\n年収９１０万円未満の世帯に対して、高校等（高専、高等専修学校等を含む）に在学する生徒の授業料について支援されます。保護者の方に直接支給されるのではなく、学校が受け取り、授業料に充当されます。\n[ 問合せ ]\n在籍している学校を通じて申請\n高校生等奨学給付金\n授業料以外の教育費負担を軽減するため、高校生等がいる低所得者世帯を対象に支援があります。\n[ 問合せ ]\n在学している学校を通じて、私立の場合は滋賀県総務部私学・県立大学振興課、国公立の場合は、滋賀県教育委員会教育総務課\n高等教育の修学支援新制度（授業料等減免と給付型奨学金）\n世帯収入等により、大学や専門学校などの授業料・入学金の免除または減額や給付型の奨学金の支給支援があります。高等学校在学中にも申請できます。\n[ 問合せ ]\n在籍、入学予定の学校・日本学生支援機構""}]"
不動産からの連絡について,不動産からの連絡については、滋賀県国際協会の情報としては特定の窓口連絡先の一括案内は明示されていません。一般的には、契約時の仲介業者（不動産業者）から連絡があります。連絡手段としては電話・メール・来店などが想定されますが、個別の連絡対応については契約先の不動産業者に確認してください。,"[{""sid"": ""S1"", ""question"": ""賃貸住居"", ""answer"": ""家やアパートを借りたい場合は、不動産業者に相談してください。\n\n契約に必要とされるのは\n敷金\n家賃支払いの担保として家主に預けておくお金です。退去する際に返金されるものです。未払い賃料および借りていた家の中に損害がある場合は、その修理費をさし引かれますが、残高が戻ります。\n礼金\n家主に支払う一時金で返金されないもの。\n報酬\n不動産業者に仲介を依頼した時は、通常1ヶ月分が必要です。""}]"
児童扶養手当について,滋賀県国際協会の公的情報に基づくと、児童扶養手当についての記述はS5には直接触れられていません。児童扶養手当は児童手当制度の一部として説明されており、S5の児童手当制度の説明の範囲で案内されています。したがって、児童扶養手当の具体的な支給要件・金額・手続きについては、各市町の窓口または内閣府・滋賀県教育委員会等の公式情報をご確認ください。なお、児童手当は生後から高校修了年齢までの児童を養育している方へ支給され、0歳～2歳は月額1万5千円、3歳～小学6年生は月額1万円、第3子以降は月額3万円が支給される旨の案内がS5に記載されています。,"[{""sid"": ""S5"", ""question"": ""子どもたちが安心して育つために　～公的援助制度について～"", ""answer"": ""子育てには養育費・教育費などたくさんのお金がかかります。日本には、子育てを経済的に援助する様々な公的制度があります。申請の必要なものもありますので、それぞれの申請時期を確認してうまく利用しましょう。\n児童手当制度\n生後から高校修了年代までの児童を養育している方へ児童手当が支給されます。０歳～２歳に月１万５千円、３歳～18歳の最初の３月末までに月１万円、第３子以降は月３万円が支給されます。父母が別居している場合は、児童と同居している方に優先的に支給され、また、父母が海外に住んでいる場合、日本国内で児童を養育している方を指定すれば、その方に支給されます。\n[ 問合せ ]\n各市町\n幼児教育、保育、小中学校の授業料の無償化\n幼稚園、保育園、認定こども園の３～５歳児クラスの利用料は無料です。住民税非課税世帯は　０～２歳児クラスでも無料になります。また就労等の保育の必要性の認定を受ければ、預かり保育の利用にも補助が出ます。公立小中学校の授業料も無償化の対象です。\n[ 問合せ ]\n各市町　内閣府HP\n内閣府HP (https://www8.cao.go.jp/shoushi/shinseido/musyouka/about/index.html)\n就学援助制度\n公立の小中学校に就学している児童生徒の保護者に、学用品、通学用品、PTA会費等就学に必要な費用の一部を援助する制度です。生活保護対象の保護者、およびそれに準ずる保護者が対象です。\n[ 問合せ ]\n在籍している小中学校や市町教育委員会\n高等学校等就学支援制度\n年収９１０万円未満の世帯に対して、高校等（高専、高等専修学校等を含む）に在学する生徒の授業料について支援されます。保護者の方に直接支給されるのではなく、学校が受け取り、授業料に充当されます。\n[ 問合せ ]\n在籍している学校を通じて申請\n高校生等奨学給付金\n授業料以外の教育費負担を軽減するため、高校生等がいる低所得者世帯を対象に支援があります。\n[ 問合せ ]\n在学している学校を通じて、私立の場合は滋賀県総務部私学・県立大学振興課、国公立の場合は、滋賀県教育委員会教育総務課\n高等教育の修学支援新制度（授業料等減免と給付型奨学金）\n世帯収入等により、大学や専門学校などの授業料・入学金の免除または減額や給付型の奨学金の支給支援があります。高等学校在学中にも申請できます。\n[ 問合せ ]\n在籍、入学予定の学校・日本学生支援機構""}]"
在留資格での身元保証人について,滋賀県国際協会の情報だけを根拠にする限り、在留資格に関する身元保証人の具体的な要件や手続きについての記載は提供されていません。出典として挙げられている情報には在留資格と関連する手続きの概要（出入国在留管理庁や手続きページの案内）は含まれていますが、身元保証人に関する詳細は含まれていません。従って、身元保証人に関する具体的な要件を知るには、法務省・出入国在留管理庁の公式情報を確認することをお勧めします。,"[{""sid"": ""S3"", ""question"": ""在留について"", ""answer"": ""日本に住む外国人には、それぞれの滞在目的に従って在留資格と在留期間が与えられます。おのおのの「在留資格」には活動できる内容が厳格に規定されています。\n関連ページ\n出入国在留管理庁 (http://www.moj.go.jp/isa/index.html)\n在留関係の手続きについては\n在留関係手続き (https://www.moj.go.jp/isa/applications/index.html)\n入国後の在留関係の手続き\n滋賀県在住の方は、\n大阪入国管理局大津出張所\nで行います。\n大阪入国管理局大津出張所 (http://www.moj.go.jp/isa/about/region/osaka/index.html)\n大津市京町3-1-1 大津びわ湖合同庁舎6階　　℡：077-511-4231\n一般的な内容についての相談\n外国人在留インフォメーションセンター・ワンストップ型相談センター（入国管理局）に外国語で問い合わせることもできます。\n外国人在留インフォメーションセンター (http://www.moj.go.jp/isa/consultation/center/japanese.html)\n℡ 0570-013904（ＩＰ, ＰＨＳ, 海外: 03-5796-7112）\n新しい在留資格への移行により、平成24年7月9日より前の住所は住民票には記載されません。 ※これまで市区町村で保管されていた「外国人登録原票」は、平成24年7月9日から法務省で保管されています。\n外国人登録原票に係る開示請求について（法務省HPへリンク） (http://www.moj.go.jp/isa/applications/disclosure/foreigner.html)""}]"
子ども手当について,滋賀県の情報として、子ども手当制度はS1の内容に基づき運用されており、0歳〜2歳は月1万5千円、3歳〜18歳の最初の3月末まで月1万円、第二子以降は月3万円が支給されます。父母が別居している場合は同居している方に優先支給、海外在住の場合は国内で養育している方を指定して支給されます。問い合わせ先は各市町となります。,"[{""sid"": ""S1"", ""question"": ""子どもたちが安心して育つために　～公的援助制度について～"", ""answer"": ""子育てには養育費・教育費などたくさんのお金がかかります。日本には、子育てを経済的に援助する様々な公的制度があります。申請の必要なものもありますので、それぞれの申請時期を確認してうまく利用しましょう。\n児童手当制度\n生後から高校修了年代までの児童を養育している方へ児童手当が支給されます。０歳～２歳に月１万５千円、３歳～18歳の最初の３月末までに月１万円、第３子以降は月３万円が支給されます。父母が別居している場合は、児童と同居している方に優先的に支給され、また、父母が海外に住んでいる場合、日本国内で児童を養育している方を指定すれば、その方に支給されます。\n[ 問合せ ]\n各市町\n幼児教育、保育、小中学校の授業料の無償化\n幼稚園、保育園、認定こども園の３～５歳児クラスの利用料は無料です。住民税非課税世帯は　０～２歳児クラスでも無料になります。また就労等の保育の必要性の認定を受ければ、預かり保育の利用にも補助が出ます。公立小中学校の授業料も無償化の対象です。\n[ 問合せ ]\n各市町　内閣府HP\n内閣府HP (https://www8.cao.go.jp/shoushi/shinseido/musyouka/about/index.html)\n就学援助制度\n公立の小中学校に就学している児童生徒の保護者に、学用品、通学用品、PTA会費等就学に必要な費用の一部を援助する制度です。生活保護対象の保護者、およびそれに準ずる保護者が対象です。\n[ 問合せ ]\n在籍している小中学校や市町教育委員会\n高等学校等就学支援制度\n年収９１０万円未満の世帯に対して、高校等（高専、高等専修学校等を含む）に在学する生徒の授業料について支援されます。保護者の方に直接支給されるのではなく、学校が受け取り、授業料に充当されます。\n[ 問合せ ]\n在籍している学校を通じて申請\n高校生等奨学給付金\n授業料以外の教育費負担を軽減するため、高校生等がいる低所得者世帯を対象に支援があります。\n[ 問合せ ]\n在学している学校を通じて、私立の場合は滋賀県総務部私学・県立大学振興課、国公立の場合は、滋賀県教育委員会教育総務課\n高等教育の修学支援新制度（授業料等減免と給付型奨学金）\n世帯収入等により、大学や専門学校などの授業料・入学金の免除または減額や給付型の奨学金の支給支援があります。高等学校在学中にも申請できます。\n[ 問合せ ]\n在籍、入学予定の学校・日本学生支援機構""}]"
生活保護について,滋賀県国際協会の情報のみを根拠に回答します。生活保護についての記載はS1～S5には含まれていません。滋賀県が生活支援として公的制度を案内する場合、生活保護は市町の福祉事務所での申請となり、生活扶助・住宅扶助・医療扶助などの給付が原則です。具体的な要件や申請方法はお住まいの市町の福祉課にご相談ください。,"[{""sid"": ""S1"", ""question"": ""新型コロナウイルス感染症の影響を受けた方への生活支援について"", ""answer"": ""住居確保給付金（家主さんに直接支払われる家賃）\n対象\n離職・廃業から２年以内または休業等により収入が減少し、離職等と同程度の状況にある方\n支給期間\n原則３カ月（最長９カ月まで）\n支給額\n家賃相当額を自治体から家主さんに支給\n申請方法\n市にお住まいの方は各市。町にお住まいの方は各町の社会福祉協議会\nご案内\n住居確保給付金のご案内はこちらから (https://www.mhlw.go.jp/content/000626236.pdf)\n★滋賀県では県営住宅での一時的な受入れを行っています。\n対象\n新型コロナウイルスの感染症に起因する解雇等により住宅の退去を余儀なくされた方\n入居期間\n最長一年間\n申込方法\n県庁土木交通部住宅課へお電話　（℡　０７７－５２８－４２３４）\nその他、生活にお困りの方は、お住まいの市町の福祉課や社会福祉事務所で相談しましょう！""}]"
退職後の掛け金返済について,退職後の掛け金返済については、提供された情報ソースには直接の記載がありません。滋賀県国際協会の情報だけを根拠に事実ベースで回答すると、退職に関する一般的な手続きや雇用保険の適用条件、傷病手当金などの情報が示されていますが、掛け金の返済についての具体的な規定や手続きは記載されていません。詳細を確認するには、雇用保険の窓口（公共職業安定所）や協会けんぽ滋賀支部など、関係機関にお問い合わせください。,"[{""sid"": ""S2"", ""question"": ""雇用保険"", ""answer"": ""雇用保険制度とは、在職中の労働者の雇用の安定を図り、失業中の労働者に対して、生活の安定と再就職の促進のために失業等給付を行うものです。　失業等給付は、労働者と事業主が支払う保険料によってまかなわれており、日本で雇用されれば外国の失業保険制度の適用を受けていることが立証された者を除き、原則として国籍（無国籍を含む）のいかんに関わらず被保険者となり、事業主を通じて被保険者になります。\n労働者が会社を自己都合、解雇などで離職した場合、次の条件を満たし、公共職業安定所が認めれば基本手当てを受給することができます。\n- 日本国内での就労に制限のない方で日本において反復して就労することが可能な方。\n- 離職日以前２年間に、被保険者期間が通算して１２ヶ月以上ある。（解雇や倒産の場合は離職の日以前１年間に通算６ヶ月以上）\n- 離職したため、被保険者の資格をなくしたことが確認された。\n- 仕事をしたくても仕事に就けない。\n※詳しくは、居住地の公共職業安定所までお問い合わせください。""}, {""sid"": ""S3"", ""question"": ""雇用保険"", ""answer"": ""雇用保険制度とは、在職中の労働者の雇用の安定を図り、失業中の労働者に対して、生活の安定と再就職の促進のために失業等給付を行うものです。　失業等給付は、労働者と事業主が支払う保険料によってまかなわれており、日本で雇用されれば外国の失業保険制度の適用を受けていることが立証された者を除き、原則として国籍（無国籍を含む）のいかんに関わらず被保険者となり、事業主を通じて被保険者になります。\n労働者が会社を自己都合、解雇などで離職した場合、次の条件を満たし、公共職業安定所が認めれば基本手当てを受給することができます。\n- 日本国内での就労に制限のない方で日本において反復して就労することが可能な方。\n- 離職日以前２年間に、被保険者期間が通算して１２ヶ月以上ある。（解雇や倒産の場合は離職の日以前１年間に通算６ヶ月以上）\n- 離職したため、被保険者の資格をなくしたことが確認された。\n- 仕事をしたくても仕事に就けない。\n※詳しくは、居住地の公共職業安定所までお問い合わせください。\n雇用保険の手続きについて (https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/koyou_roudou/koyou/koyouhoken/index_00003.html)""}, {""sid"": ""S5"", ""question"": ""【健康保険シリーズ3】病気やケガで休職した時の補償「傷病手当金」について"", ""answer"": ""会社で加入している健康保険には、医療費以外にも給付金があります。\nその一つが「傷病手当金」です。\n病気やケガで長期間仕事を休むと、給料が支払われなくなり生活費に困ることがあります。\nしかし傷病手当金を申請すれば、生活補償として給付金が健康保険より支給されます。\n傷病手当金は、病気休業中に被保険者とその家族の生活を保障するために設けられた制度で、被保険者が病気やケガのために会社を休み、会社から十分な報酬が受けられない場合に支給されます。\n【支給金額】直近１２か月の給与を平均した額の2/3\nただし、勤務先が社会保険に届けを出している給与総額です。手取りの金額とは一致しません。\n【支給の条件】\n1. 業務外の事由による病気やケガの療養のための休業であること\n2. 仕事に就くことができないこと（医師の証明が必要です）\n3. 連続する三日間を含み四日以上仕事につけなかったこと\n4. 休業した期間について給与の支払いがないこと（事業主の証明が必要です）\nその他、傷病手当金の詳細については協会けんぽのHPをご覧いただくか、お電話にてお問合せください。\n協会けんぽ滋賀支部\n℡　077-522-1099 (日本語)""}]"
ビザ申請用の納税課税証明書,滋賀県国際協会の情報だけを根拠に回答します。ビザ申請用の納税課税証明書について、S1の情報には直接の記載がありません。一般的には、日本国内で所得があり納税している事実を示す納税証明書（課税証明書）は、居住地を管轄する税務署で申請します。申請期間や形式は地域の案内に従い、英文等の外国語対応が必要な場合は国税庁の関連資料や外国語版申告書の情報を参照してください。詳細は最寄りの税務署へ確認してください。,"[{""sid"": ""S1"", ""question"": ""所得税"", ""answer"": ""所得のある人は所得税を納めなければなりません。所得は国籍に関わらず1月1日から1年間に得た個人所得のすべてに課税されます。しかし外国人の税金は滞在期間や職種などにより、次のとおりの方法で扱われます。\n- 日本に住所を持ち、または日本に引き続き1年以上居所を有する者や日本に永住しようとしている者で現在まで引き続き5年以上滞在しているものは、外国と日本の所得の両方に基づく税を支払います。\n- 日本に住所を有し、または現在まで引き続いて1年以上居所を有する個人で、日本に永住するつもりがなくかつ現在まで引き続いて5年以内滞在の一時的な居住者は、日本の所得と海外から送られてきたお金に基づく税を支払います。\n- 日本に1年以内の滞在期間で住所を持たないものは、日本の所得だけに基づく税を払います。\n納税者は管轄されている税務署で確定申告を提出します。申告の期間は2月16日から3月15日です。給与収入2000万円以下の給与所得の場合の所得税は、給与から直接差し引かれますので、通常給与所得者は所得税の申告書を提出する必要はありません。""}]"
