相談内容,回答内容,回答に使用したQA資料
心理士について,滋賀県国際協会の公開情報の範囲では、心理士（臨床心理士・公認心理師など）の資格要件や認定機関についての公式情報は確認できません。心理士に関する詳細は、一般的には日本心理学会や日本認知行動療法学会、公認心理師制度などの別機関の情報を参照します。滋賀県国際協会が提供する国際交流・通訳・相談等のサービス領域内で心理的サポートを提供する場合があるものの、専門的な心理面の評価・診断・治療を行う専門職としての資格要件には直接言及していません。,[]
教育奨学金について,滋賀県国際協会の情報に基づくと、奨学金は主にJASSO、大学独自、民間・財団、自治体等で募集され、給付型と貸与型の両方があることが一般的です。希望校が決まれば、早めに奨学金情報を収集し、在留資格の制約がある場合もある点に注意してください。,"[{""sid"": ""S1"", ""question"": ""奨学金"", ""answer"": ""各大学での奨学生の募集は、入学後、４月、５月に行われることが一般的ですが、入学前に予約型奨学金の募集をする大学もあります。このため、希望校が決まれば、早めに奨学金の情報を収集しましょう。\n奨学金には、大きく分けて、（1）日本学生支援機構の奨学金（2）各大学が独自に設けている奨学金（3）民間企業や財団法人などの奨学金（4）地方自治体の奨学金があります。募集対象や受給条件はまちまちですが、世帯の経済状況、学力や専攻分野などが審査基準になることが多いです。奨学金には返済の必要のない「給付」と返済が必要な「貸与」の二種類があります。また重複して受給できない奨学金もあります。学校の担当課やホームページなどで情報を収集しましょう。\n＊在留資格について、制約がある場合があります。\n日本学生支援機構（JASSO）\n[対象者] 大学院・大学・短期大学・高等専門学校・専修学校(専門課程)に在学する学生\n日本学生支援機構（JASSO）には、有利子、無利子の奨学金（貸与型）の他、経済的に困難な状況にある優秀な学生に対する給付型の奨学金もあります。\n[連絡先・備考]\n日本学生支援機構（JASSO） (https://www.jasso.go.jp/about/shogakukin)\n＊給付・貸与\n自治体の奨学金\n[対象者] 対象はそれぞれ異なります\n[連絡先・備考] 市町役場（奨学金のない自治体もあります）\n＊給付・貸与\n新聞奨学金\n[対象者] 新聞配達の仕事をする学生\n[連絡先・備考] 各新聞社\n＊給付・貸与\n交通遺児育英会奨学金\n[対象者] 交通事故の遺児や保護者に著しい障がいのある学生\n[連絡先・備考]\n交通遺児育英会奨学金 (http://www.kotsuiji.com/howto/)\n＊給付\n日本教育公務員弘済会\n[対象者] 大学院・大学・高等専門学校・専修学校専門課程の学生\n[連絡先・備考] 滋賀支部　　 　TEL： 077-526-1356\n＊給付・貸与\n坪井一郎・仁子学生支援プログラム\n[対象者] 大学生(3年生以上)や大学院生(入学予定者も可)難民や日系定住者及び中国帰国者の子弟\n[連絡先・備考]\n（社福）さぽうと２１ (http://support21.or.jp)\nTEL：03-5449-1331\n＊給付\nPP奨学金\n[対象者] 日本国籍、永住者、特別永住者\n[連絡先・備考]\n（社福）さぽうと２１ (http://support21.or.jp)\nTEL：03-5449-1331\n＊給付\nびわこ奨学金\n[対象者] 滋賀県内の留学生\n[連絡先・備考]\n（公財）滋賀県国際協会 (http://www.s-i-a.or.jp/index.php/projects/multicultural)\nTEL：077-526-0931\n＊給付""}]"
離婚について,離婚の準拠法は基本的に夫婦の本国方が同一の場合はその法律、同一でない場合は常居所地法、いずれもない場合は密接関連法、ただし一方が日本に常居所のある日本人の場合は日本法が適用されます。日本の法律が適用される場合、協議離婚が可能で、協議が成立しない場合は家庭裁判所の調停・審判・または地方裁判所の判決により離婚できます。各国の離婚法については在日公館にお問い合わせください。,"[{""sid"": ""S1"", ""question"": ""離婚届"", ""answer"": ""- それぞれの夫婦が離婚する場合、どの国の法律が適用されるかという準拠法に深くかかわってきます。\n- 日本では、離婚の準拠法について、第一に夫婦の本国方が同一の時はその法律（共通本国法）により、第二にその共通本国法がない場合において夫婦の常居所地法が同一であるときはその法律によるが、第三にそのいずれの法律もない時は夫婦にもっとも密接な関係のある地の法律（密接関連法）による、とされていますが、これには例外があって、夫婦の一方が日本に常居所がある日本人であるときは、日本の法律によって決められます。\n- 日本の法律が適用される場合、協議離婚をすることができます。協議が成立しない場合は、家庭裁判所の調停や審判による離婚、地方裁判所の判決による離婚のいずれの方法もとることができます。\n- 各国の離婚に関する法律については、各在日公館にお問い合わせください。""}]"
DV被害者に対しての相談,滋賀県内でDV被害を受けた方の相談先として、滋賀県内の市町役場の障害福祉担当課や、滋賀県立障害者福祉センター等の窓口を活用できます。必要に応じて、デートDV110番（https://ddv110.org/）などの専門窓口へ連絡することも推奨されています。なお、離婚など法的手続きが絡む場合は家庭裁判所の調停窓口が案内されています。,"[{""sid"": ""S4"", ""question"": ""悩まず、すぐ相談！"", ""answer"": ""各市町役場　障害福祉担当課\n滋賀県立障害者福祉センター　心身障害者の相談・障害者のスポーツセンター\n（プール、トレーニング室などあり）\n草津市笠山８丁目５番１３０号　℡　077-564-7327\n滋賀県総合教育センター　特別支援教育相談　　発達障害等の子どもについての相談。\n来所（要予約）電話相談　9:00-12:30　13:00-16:30\n野洲市北桜　℡　077-588-2505""}, {""sid"": ""S5"", ""question"": ""離婚についての話し合いがうまくいきません。"", ""answer"": ""家庭裁判所の調停で話し合うことができます。（日本語）\n- 大津家庭裁判所 　℡　077-503-8151\n- 大津家庭裁判所 彦根支部 　℡　0749-22-0167\n- 大津家庭裁判所 長浜支部 　℡　0749-62-0240\n- 京都外国人の夫婦と親子に関する紛争解決センター 　℡　075-692-3555""}]"
住宅 所有権 夫婦,滋賀県内での住宅の「所有権」は、民法の原則により夫婦共有となることが多いです。離婚時には財産分与として、夫婦間の合意または裁判所の判断により分割されます（本問は所有権そのものの取り扱いに関する一般的枠組みの説明にとどめます）。新築・中古を問わず、住宅ローンを伴う場合は在留資格や国籍にかかわらず購入可能ですが、ローンは永住者等特定在留資格を有する方に限られるケースがある点に注意してください。固定資産税は毎年1月1日時点の所有者に対して市町村へ支払います。空き家バンク制度や売買に関する具体的手続きは市町役場の担当窓口や滋賀県の窓口にご確認ください。,"[{""sid"": ""S2"", ""question"": ""住む家を探すには？"", ""answer"": ""住まい探しに役立つ情報です。住宅には、「公営住宅」、「賃貸住宅」、「持ち家」などがあります。\n公営住宅\n所得の低い人など一定の条件を満たす人を対象に、公的な住宅があります。定期的に募集をおこない、抽選によって入居が決定します。滋賀県には県営住宅と、市町によって市営や町営住宅があるところもあります。在留資格や所得の要件があるので、確認してください。\n県営住宅\n滋賀県には、県営住宅が県内各地域にあり、年4回（４月、７月、１０月、１月）募集があります。\n市営町営住宅\nお住まいの市町役場に問い合わせてください。\n賃貸住宅\n一般に、日本では不動産屋で物件を探し、書面で契約を結びます。契約時、物件により、礼金や敷金が必要になります。（礼金は家主へのお礼として支払うお金で戻ってきません。敷金とは退去時に原状回復のために使われ、一部戻ってくる場合もあります。）また、連帯保証人が必要な場合と、家賃保証会社を利用する場合があります。その他、不動産屋への仲介手数料の支払いがあります。契約に火災保険の加入が含まれる場合が一般的です。その他、管理費や２年ごとに更新料を支払う必要がある場合が多いです。\nお役立ちサイト\n- [ 不動産情報検索サイト ] （公社）滋賀県宅地建物取引業協会 (https://www.hatomarksite.com/search/shiga/)\n- [ 外国語が話せる不動産店一覧 ] （公財）日本賃貸住宅管理協会 (https://www.jpm.jp/multilingual/index.html)\n- [ 外国人の民間賃貸住宅への円滑な入居について ]　国土交通省 (https://www.mlit.go.jp/jutakukentiku/house/jutakukentiku_house_tk3_000017.html)\n滋賀県の居住支援・住宅セーフティネット制度\n滋賀県での高齢者世帯、障害者世帯、外国人世帯、子育て世帯の入居を受け入れる民間賃貸住宅等の情報です。\n- 滋賀県のセーフティネット住宅 (https://safetynet-jutaku.mlit.go.jp/guest/apart_list.php?pref=25)\n- 滋賀あんしん賃貸住宅 (https://www.pref.shiga.lg.jp/ippan/kendoseibi/zyuutaku/300196.html)\n火災保険\n住宅は賃貸や持ち家にかかわらず、火災保険に加入する必要があります。\n賃貸アパートやマンションなどの場合、入居時や更新時に「大家」と「入居者」がそれぞれ火災保険に加入するケースが一般的です。建物は大家の資産なので、建物に対する火災保険は大家が加入して保険料を支払い、室内の家具や家電などの家財道具に対する保険は、入居者が加入し保険料を支払います。持ち家であれば建物と家財の両方を補償する火災保険に入ります。\n持ち家\n日本では、不動産を購入する際に国籍や在留資格に基づく制限はありません。ただし住宅ローンの借り入れは、永住者や特別永住者の在留資格をお持ちの方に限られています。年齢や所得、勤続年数などの基準を満たし、審査に通ると住宅ローンを組むことができます。また、要件などを満たせば、確定申告で住宅ローン控除を受けることができます。住宅を購入した後、経済状況に変化があった場合は、住宅ローンの借り換えや返済について、銀行に条件変更の相談をしましょう。\nまた、１月１日に住宅を所有している人は、その資産をもとに算定した固定資産税をお住まいの市町役場に支払います。\n空き家バンク\n空き家の賃貸・売却を希望する人が登録した情報を、空き家の利活用を希望する人に紹介する制度です。希望する市町役場の住宅課に空き家バンクがあるかたずねてください。\n- 空き家バンク (https://www.akiya-athome.jp/buy/25/)\n困ったときの相談窓口　（相談無料）\n入居中・契約の解除・明渡し時のトラブルなどの相談窓口：・滋賀県消費生活センター（彦根）/ TEL 0749-23-0999\n住宅取得や不具合、事業者とのトラブルなど様々な住宅についての相談窓口：・住まいるダイヤル/ TEL 03-3556-5147\n引っ越し先が決まったら、何をしたらいいのでしょう？\n届け出\nお住まいの市町役場に転出届を出します。引っ越し後14日以内に、新住所の役場に転居、転入届を出し、在留カードとマイナンバーカードの住所変更も行います。また、子どもさんがおられる方は、新しい保育園、幼稚園、学校への転入手続きも行います。職場、銀行への連絡や、運転免許証の住所変更も必要です。郵便局へ郵便物の転送届を出しておくと、引っ越し前の住所地に届いた郵便物を新住所に転送してもらえます。\n近所との付き合い\n日本では、引っ越した人が近所の人に挨拶をする習慣があります。近所の人と知り合って、ゴミの収集日や収集場所、災害時の避難場所など地域のルールを教えてもらいましょう。\n自治会\n地域ごとに住民が運営する自治会があります。自治会では、住民同士が地域での暮らしを良くするため、防犯、防災、美化活動を行ったり、地域の子どもたちがスポーツや祭りなどを楽しむ「子ども会」があるなど様々な活動をしています。それらの事業の運営のため、会員は自治会費を支払い、役割分担(ぶんたん)もあります。また、細かな地域の情報が掲載された「回覧板」が回ってきます。自治会は任意加入ですが、ゴミ収集場所の管理を自治会がしている場合など、加入が必要になることもあります。災害時などには近所同士の助け合いが必要になるので、近所とのお付き合いは大切にしましょう。\n※地域によって自治会の有無や活動内容、自治会費は異なりますので、必ず確認してください。""}, {""sid"": ""S3"", ""question"": ""火災保険について"", ""answer"": ""住宅は賃貸や持ち家にかかわらず、火災保険に加入する必要があります。 賃貸アパートやマンションなどの場合、入居時や更新時に「大家」と「入居者」がそれぞれ火災保険に加入するケースが一般的です。建物は大家の資産なので、建物に対する火災保険は大家が加入して保険料を支払い、室内の家具や家電などの家財道具に対する保険は、入居者が加入し保険料を支払います。持ち家であれば建物と家財の両方を補償する火災保険に入ります。""}, {""sid"": ""S4"", ""question"": ""住宅を探しています。"", ""answer"": ""県営住宅や市営住宅の他、民間の住宅もあります。市営住宅については市町役場にたずねましょう。\n- 県営住宅 滋賀県営住宅管理センター (https://shiga-kenei.com) ℡　077-510-1500 ℡　077-510-1501　(外国人専用)\n- 滋賀あんしん賃貸支援事業 (https://www.shiga-anshin.net/)\n- 日本賃貸住宅管理協会 (https://www.jpm.jp/) 日本賃貸住宅管理協会 English (https://www.jpm.jp/foreigner/)\n- ＵＲ賃貸住宅 (https://www.ur-net.go.jp/chintai/kansai/shiga/counter/)\n- VILLAGE HOUSE (ENG, POR) (https://www.villagehouse.jp)\n- 大東建託(多言語 Multilingual) (http://e-heya.kentaku.net/shiga/)\n民間賃貸住宅についての相談は\n滋賀県土木交通部住宅課 (http://www.pref.shiga.lg.jp/h/jutaku/sumai_machi/safetynet/soudan.html)\n℡077-528-4235""}]"
通訳の依頼。,滋賀県国際協会の情報の範囲では、通訳の直接的な依頼窓口は記載がありません。必要な場合は、技術実習や法的相談の窓口（OTIT、法テラスなど）を通じて通訳サービスを紹介してもらうことを検討してください。詳しくは各機関の multilingual受付をご活用ください。,"[{""sid"": ""S2"", ""question"": ""技能実習について"", ""answer"": ""OTIT外国人技能実習機構　母国語相談\nTel 0120-250-147（英語 English）\nTel 0120-250-169 （中国語 中文）\nTel 0120-250-197（タガログ語 Tagalog）\nTel 0120-250-197（タガログ語 Tagalog）\nTel 0120-250-168（ベトナム語 Tiếng Việt）\nTel 0120-250-192（インドネシア語 Indonesia）　 　等々""}, {""sid"": ""S3"", ""question"": ""法律についての相談は"", ""answer"": ""法テラス\n℡　0570-078374（日本語）\n℡　0570-078377（英語、中国語、韓国語、スペイン語、ポルトガル語、ベトナム語、タガログ語)\n℡　03-5366-6008（多言語ダイヤル）\n法テラス滋賀\n大津市浜大津1-2-22　大津商中日生ビル５Ｆ\n℡　050-3383-5454\n滋賀弁護士会\n大津市梅林１-３-３""}]"
タガログ語通訳の依頼。,滋賀県国際協会の情報に基づくと、タガログ語の通訳についての直接的な窓口情報はS1に記載の電話番号があり、OTITの母国語相談窓口がタガログ語を含む対応を行っています。依頼方法の具体的な案内は本文にはありませんが、以下の連絡先を確認してください：- OTIT母国語相談 Tel 0120-250-197（タガログ語）/ 0120-250-168（ベトナム語）等々（英語・多言語対応） なお、滋賀県内の公的な多言語窓口としては法テラス滋賀や滋賀労働局の外国人向け相談窓口も利用可能です。必要に応じてこれらの窓口へお問い合わせください。,"[{""sid"": ""S1"", ""question"": ""技能実習について"", ""answer"": ""OTIT外国人技能実習機構　母国語相談\nTel 0120-250-147（英語 English）\nTel 0120-250-169 （中国語 中文）\nTel 0120-250-197（タガログ語 Tagalog）\nTel 0120-250-197（タガログ語 Tagalog）\nTel 0120-250-168（ベトナム語 Tiếng Việt）\nTel 0120-250-192（インドネシア語 Indonesia）　 　等々""}]"
住民の迷惑行為について,滋賀県国際協会の情報に基づくと、住民の迷惑行為には以下の点に注意してください。1) 迷惑行為を見かけたら、危険を伴う場合を除き自分で対処せず、関係機関へ相談する。2) 住宅周辺の騒音・ごみ出し・公園の使用などの地域ルールは自治会や市町の指導の下で管理される。3) 行為の実態把握が難しい場合は、自治体の消費生活センターや区役所・自治会など適切な窓口に相談する。4) 住民トラブルは個別の事情が多く、解決には記録を残し、公式な窓口に相談することが重要。5) 引っ越し時の挨拶や地域の習慣を守り、自治会活動に参加することで近隣関係の円滑化を図る。,"[{""sid"": ""S4"", ""question"": ""住民手続きについて"", ""answer"": ""- 住民基本台帳について (http://www.soumu.go.jp/main_sosiki/jichi_gyousei/c-gyousei/zairyu/related_materials-publicity_leaflets-etc.html)\n- マイナンバー制度について (https://www.digital.go.jp/policies/mynumber) マイナンバーカードについて (https://www.kojinbango-card.go.jp/)\n- 転入・転出について (http://www.soumu.go.jp/main_sosiki/jichi_gyousei/c-gyousei/zairyu/move-in_move-out.html)""}]"
登校について,滋賀県国際協会の情報に基づくと、登下校は通学路ごとに集団登校・集団下校を行う学校もあり、保護者や地域の見守りが安全確保の一環として設けられています。地域や市町の方針により、個々で通学するケースや見守り活動が行われる場合もあります。（S1）,"[{""sid"": ""S1"", ""question"": ""[小学校デビューQ＆A] 登下校について教えてください。"", ""answer"": ""多くの学校では家から学校までの通学路が決まっています。通学路ごとに集団登校、下校する学校や、個々で通学し、途中に保護者や地域の方が見守りをしているところもあり、子どもの安全を守っています。""}]"
免許の住所変更,免許の住所変更は、運転免許証の住所と登録住所が一致するよう、所持している運転免許センターまたは警察署で手続きを行います。引っ越し後14日以内に新住所へ転居・転入届を出し、在留カードとマイナンバーカードの住所変更も行う必要があります。なお、自治体の手続きは居住地の市町役場で行い、運転免許証の住所変更手続き自体は滋賀県運転免許センター等の窓口で実施します。詳しくは、滋賀県警察の案内をご確認ください。,"[{""sid"": ""S1"", ""question"": ""外国の運転免許証から日本の運転免許証への切り替え"", ""answer"": ""- 外国の運転免許証から日本の運転免許証への切替手続について (https://www.pref.shiga.lg.jp/police/menkyo/kokugai/301012.html)\n- CONVERTING YOUR OVERSEAS DRIVER’S LICENSE TO A JAPANESE LICENSE (https://www.pref.shiga.lg.jp/police/menkyo/kokugai/301012.html#%E8%8B%B1%E8%AA%9E)\n- 외국 운전면허를 국내 운전면허로 교체 신청하시는 분께 (https://www.pref.shiga.lg.jp/police/menkyo/kokugai/301012.html#%E9%9F%93%E5%9B%BD%E8%AA%9E)\n- 外国驾照换领日本驾照须知 (https://www.pref.shiga.lg.jp/police/menkyo/kokugai/301012.html#%E4%B8%AD%E5%9B%BD%E8%AA%9E)\n- TROCA DA CARTEIRA DE HABILITAÇÃO ESTRANGEIRA PARA A CARTEIRA DE HABILITAÇÃO DO JAPÃO (https://www.pref.shiga.lg.jp/police/menkyo/kokugai/301012.html#%E3%83%9D%E3%83%AB%E3%83%88%E3%82%AC%E3%83%AB%E8%AA%9E)\n- CAMBIO DE SU LICENCIA DE CONDUCIR EXTRANJERA A LA LICENCIA JAPONESA (https://www.pref.shiga.lg.jp/police/menkyo/kokugai/301012.html#%E3%82%B9%E3%83%9A%E3%82%A4%E3%83%B3%E8%AA%9E)""}]"
私立中学,滋賀県には市町立中学校のほか、私立中学校も存在します。私立中学校への進学を希望する場合は、各学校の入学案内を確認し、学校ごとに実施される入学選考や出願条件に従って準備します。学区に縛られず私立を選択でき、進路相談は在学中の先生と進学計画を相談するとよいでしょう。,"[{""sid"": ""S1"", ""question"": ""子育て応援シリーズ④ 日本の中学生活とは？"", ""answer"": ""中学校では、小学校の時とは授業内容や学校生活で様々な変化があります。安心して中学生活が送れるよう、中学校について少しご紹介しましょう！\n滋賀県には市町立中学校が93校あります。その他に国立中学校、県立中学校、私立中学校、義務教育学校（小中一貫校）、または特別支援学校あります。（2024年4月1日現在）\n市町立中学校はお住まいの学区によって行く学校が決まっています。\n国立・県立・私立中学への進学を希望する場合は受験があります。受験を希望する人は、小学校高学年くらいから学校の先生と相談して進路を決めていきましょう。\n学校生活について\nQ　中学校ではどのような教科を学びますか？\nA　中学校では主に９つの科目（国語、数学、社会、理科、英語、音楽、美術、保健体育、技術・家庭）を勉強し、教科によって先生が違います。年に4，5回定期試験（中間試験、期末試験）があります。また年に数回実力テストもあり、このテストの結果は進学先を考えるときに参考にします。成績は定期試験の結果、授業への参加状況や遅刻、欠席の状況、提出物（ノートや宿題）で評価され、高校進学にも関わる重要なものです。中学校は義務教育なので落第はありません。\nQ　部活動とは何ですか？\nA　生徒の自主的な活動として部活動があり、基本的に加入は自由です。運動部（野球、サッカー、バスケットボール、陸上、テニスなど）と文化部（美術、吹奏楽、手芸、演劇など）があり、部活動の種類は学校によって異なります。主に放課後や休日に活動します。異なる学年の生徒との交流もあり、大会やコンクールに参加することもあります。\nQ　その他学校生活について教えてください。\nA　多くの中学校では学校ごとに制服があります。制服には夏服と冬服があり、夏服は6月から１０月、冬服は10月から6月まで着ます。体操服も学校で決められたものを着ます。\n通学は学校によって自転車や電車通学が認められているところもあります。自転車通学では、鍵の取り付けやヘルメットの着用、自転車保険への加入が必要です。交通ルールを守って登下校しましょう。\n「中学生チャレンジウィーク」があります。働く大人の姿にふれ、自分の生き方を考える機会として中学２年の時期に５日間の職場体験を経験します。（滋賀県内のすべての公立中学校で実施しています）\nQ　子どもの学校での様子が気になります…。\nA　個人面談の時などで子どもの学校生活や学習についての相談ができます。中学３年生になると、三者面談があり、卒業後の進路や高校受験について生徒・保護者・先生で話し合います。また心配なことがあればその都度先生に相談しましょう。\nQ　中学校でかかる費用にはどのようなものがありますか？\nA　授業料、教科書代は無料ですが、入学準備の費用（制服、体操着、水着、体育館シューズ、カバン、部活動の道具など）や、通年の費用（給食費、副教材・学用品費、PTA会費、遠足・修学旅行費、部活動費、通学関連費など）が必要です。\n※就学援助制度：公立の中学校に就学している生徒の保護者に学用品、通学用品、PTA会費等就学に必要な費用の一部を援助する制度です。生活保護対象の保護者、およびそれに準ずる保護者が対象です。在籍している学校、または市町教育委員会にお問い合わせください。""}]"
在留資格更新について,滋賀県在住者の在留資格の更新は、在留期間の満了前に新しい在留資格の申請を行います。申請先は在留関係の窓口で、必要書類は在留資格の種別によって異なります。最新の手続き情報は滋賀県庁・大阪入国管理局大津出張所・在留関係手続きページで確認してください。,"[{""sid"": ""S1"", ""question"": ""在留について"", ""answer"": ""日本に住む外国人には、それぞれの滞在目的に従って在留資格と在留期間が与えられます。おのおのの「在留資格」には活動できる内容が厳格に規定されています。\n関連ページ\n出入国在留管理庁 (http://www.moj.go.jp/isa/index.html)\n在留関係の手続きについては\n在留関係手続き (https://www.moj.go.jp/isa/applications/index.html)\n入国後の在留関係の手続き\n滋賀県在住の方は、\n大阪入国管理局大津出張所\nで行います。\n大阪入国管理局大津出張所 (http://www.moj.go.jp/isa/about/region/osaka/index.html)\n大津市京町3-1-1 大津びわ湖合同庁舎6階　　℡：077-511-4231\n一般的な内容についての相談\n外国人在留インフォメーションセンター・ワンストップ型相談センター（入国管理局）に外国語で問い合わせることもできます。\n外国人在留インフォメーションセンター (http://www.moj.go.jp/isa/consultation/center/japanese.html)\n℡ 0570-013904（ＩＰ, ＰＨＳ, 海外: 03-5796-7112）\n新しい在留資格への移行により、平成24年7月9日より前の住所は住民票には記載されません。 ※これまで市区町村で保管されていた「外国人登録原票」は、平成24年7月9日から法務省で保管されています。\n外国人登録原票に係る開示請求について（法務省HPへリンク） (http://www.moj.go.jp/isa/applications/disclosure/foreigner.html)""}]"
内職について,滋賀県内の就労に関する情報として、内職（在宅ワーク）に関する特定のガイドラインはS1〜S5には掲載されていません。一般的な就職・労働条件については、ハローワークを通じた職業紹介や労働条件の相談、未成年の就労制限、社会保険加入などの事項が案内されています。内職を始める際は、雇用契約の有無や所得の扱い、税務・保険の適用などを確認するため、滋賀労働局/滋賀労働局雇用環境・均等室（Tel 077-523-1190 相当）や労働条件相談窓口、ハローワークへ相談してください。闇バイト等の犯罪リスクに関する情報も併せて確認してください。,"[{""sid"": ""S1"", ""question"": ""求職"", ""answer"": ""日本国内で就労できる外国人の方は日本人と同じように職業紹介を受ける事ができます。\n公共職業安定所　(ハローワーク)\n職業紹介、就労に関する相談などに応じる国の機関が公共職業安定所です。\n仕事が見つかり労働契約を結ぶ時の重要な決まりや雇用保険についてなど、いろいろな相談も合わせて行われています。""}, {""sid"": ""S2"", ""question"": ""こんな悩み抱えていませんか？"", ""answer"": ""中学を卒業してからは勉強すること、働くこと、いろいろなことを自分で選択する機会が増えます。家や学校以外の居場所もでき、交友関係も広くなります。自由が多くなる分、自己責任も増えていきます。自分のことを守れるように、困ったときの相談先をいくつか紹介します。\n高校生はアルバイトできますか？\n15歳になって最初の3月31日が過ぎた人は就労が認められます。在籍する高校の校則でアルバイトが許可されていれば高校生も働くことができますが、18歳未満の未成年であり、社会での経験がまだ浅いため、以下のように法律で守られています。\n- 就職に当たって、保護者の同意書、年齢証明書、在留カードの提示が求められます。\n- 仕事の内容では、危険や有害な業務について就業の制限又は禁止されています。\n- 就労時間については、深夜業や時間外・休日労働の制限/変形労働時間制の勤務も禁止されています。\n※不当な労働契約や賃金の未払い、パワハラ、セクハラなど劣悪な環境で働かせるブラックバイトもあるので、雇用契約時には、雇用契約書を取り交わし、内容を確認するようにしてください。\n※犯罪行為によって報酬を受け取る\n闇バイト\nが、SNSなどを通して広まっています。決して「高収入」だから、と軽い気持ちで応募してはいけません。身分証や家族の情報などを提供してしまうことによって犯罪組織から抜け出せない手口になっています。自分の個人情報やプライバシーに関することはむやみに提供しないように気を付けましょう。\nいじめ、いやがらせ、セクハラ、解雇など仕事の相談\n- 滋賀労働局　雇用環境・均等室　Tel 077-523-1190\n- 労働条件相談ほっとライン（多言語相談）\n- 闇バイトの相談　警察相談ダイヤル#9110""}, {""sid"": ""S3"", ""question"": ""こんな悩み抱えていませんか？"", ""answer"": ""中学を卒業してからは勉強すること、働くこと、いろいろなことを自分で選択する機会が増えます。家や学校以外の居場所もでき、交友関係も広くなります。自由が多くなる分、自己責任も増えていきます。自分のことを守れるように、困ったときの相談先をいくつか紹介します。\n高校生はアルバイトできますか？\n15歳になって最初の3月31日が過ぎた人は就労が認められます。在籍する高校の校則でアルバイトが許可されていれば高校生も働くことができますが、18歳未満の未成年であり、社会での経験がまだ浅いため、以下のように法律で守られています。\n- 就職に当たって、保護者の同意書、年齢証明書、在留カードの提示が求められます。\n- 仕事の内容では、危険や有害な業務について就業の制限又は禁止されています。\n- 就労時間については、深夜業や時間外・休日労働の制限/変形労働時間制の勤務も禁止されています。\n※不当な労働契約や賃金の未払い、パワハラ、セクハラなど劣悪な環境で働かせるブラックバイトもあるので、雇用契約時には、雇用契約書を取り交わし、内容を確認するようにしてください。\n※犯罪行為によって報酬を受け取る\n闇バイト\nが、SNSなどを通して広まっています。決して「高収入」だから、と軽い気持ちで応募してはいけません。身分証や家族の情報などを提供してしまうことによって犯罪組織から抜け出せない手口になっています。自分の個人情報やプライバシーに関することはむやみに提供しないように気を付けましょう。\nいじめ、いやがらせ、セクハラ、解雇など仕事の相談\n- 滋賀労働局　雇用環境・均等室　Tel 077-523-1190\n- 労働条件相談ほっとライン（多言語相談）\n- 闇バイトの相談　警察相談ダイヤル#9110""}, {""sid"": ""S4"", ""question"": ""入社後、試用期間中の社会保険加入について"", ""answer"": ""「試用期間中は社会保険に加入できない」と言われたことはありませんか。\n日本で就職したときは社会保険に加入して、会社から保険証をもらいます。\n試用期間中は社会保険に入れないと誤解されることがありますが、それは違います。\n社会保険の加入にならないのは、短期アルバイトなど契約期間が2カ月以内の労働者です。 試用期間中は、その後の正式採用を前提とした雇用とみなされますから、雇用主は社会保険に試用期間開始当初から加入させなければなりません。\n試用期間中は市役所の国民健康保険にも入れませんので、無保険にならないよう会社側に社会保険の加入手続きを依頼しましょう。\n年金事務所では社会保険の加入ルールの窓口相談も行っていますので、ご活用ください。""}, {""sid"": ""S5"", ""question"": ""正社員と非正規社員との間の不合理な待遇差が禁止されました！（2020年４月１日施行。中小企業における適用は、2021年４月１日。）"", ""answer"": ""同一企業内における正社員（無期雇用フルタイム労働者）とパートタイム労働者・有期 雇用労働者との間の不合理な待遇の差をなくし、どのような雇用形態を選択しても待遇 に納得して働き続けることができるよう、パートタイム・有期雇用労働法や施行規則、 同一労働同一賃金ガイドライン、パートタイム・有期雇用労働指針が施行されます。\n１ 不合理な待遇差の禁止\n同一企業内において、正社員と非正規雇用労働者との間で、基本給や賞与などの あらゆる待遇について、不合理な待遇差を設けることが禁止されます。 ガイドライン（指針）において、どのような待遇差が不合理に当たるかを例示します。\n２ 労働者に対する待遇に関する説明義務の強化\n非正規雇用労働者は、「正社員との待遇差の内容や理由」などについて、事業主に 説明を求めることができるようになります。 事業主は、非正規雇用労働者から求めがあった場合は、説明をしなければなりません。\n３　行政による事業主への助言・指導等や裁判外紛争解決手続き（行政ADR）の整備\n都道府県労働局において、無料非公開の紛争解決手続きを行います。　「均等待遇」や「待遇差の内容・理由に関する説明」についても、行政ADRの対象となります。\nお問い合わせ　滋賀労働局　077-522-6648""}]"
